heading;content;id
Comment;;https://juris.ohchr.org/Search/Details/1377
Issues;discriminationdiscrimination on the ground of other statuslimitations of rightsnationalityobjective and reasonable justification;https://juris.ohchr.org/Search/Details/1377
Articles;CCPR-26;https://juris.ohchr.org/Search/Details/1377
Committee;CCPR;https://juris.ohchr.org/Search/Details/1378
Communication number(s);1591/2007,;https://juris.ohchr.org/Search/Details/1378
Author;Gordon Brown;https://juris.ohchr.org/Search/Details/1378
Display name;Brown;https://juris.ohchr.org/Search/Details/1378
Victim;Gordon Brown;https://juris.ohchr.org/Search/Details/1378
Countries;Namibia;https://juris.ohchr.org/Search/Details/1378
Date of admissibility;23 Jul 2008;https://juris.ohchr.org/Search/Details/1378
Submission date;12 Sep 2007;https://juris.ohchr.org/Search/Details/1378
Date of adoption of the Views;;https://juris.ohchr.org/Search/Details/1378
Session No;93;https://juris.ohchr.org/Search/Details/1378
Type of decision;Inadmissibility decision;https://juris.ohchr.org/Search/Details/1378
Comment;An individual opinion co-signed by Committee members Mr. Michael O'Flaherty and Mr. Prafullachandra Natwarlal Bhagwati is appended to the Views.;https://juris.ohchr.org/Search/Details/1378
Issues;abuse of the right of submission;https://juris.ohchr.org/Search/Details/1378
Articles;CCPR-OP-3;https://juris.ohchr.org/Search/Details/1378
Committee;CCPR;https://juris.ohchr.org/Search/Details/1379
Communication number(s);1385/2005,;https://juris.ohchr.org/Search/Details/1379
Author;Benjamin Manuel;https://juris.ohchr.org/Search/Details/1379
Display name;Manuel;https://juris.ohchr.org/Search/Details/1379
Victim;Benjamin Manuel;https://juris.ohchr.org/Search/Details/1379
Countries;New Zealand;https://juris.ohchr.org/Search/Details/1379
Date of admissibility;18 Oct 2007;https://juris.ohchr.org/Search/Details/1379
Submission date;06 Apr 2005;https://juris.ohchr.org/Search/Details/1379
Date of adoption of the Views;18 Oct 2007;https://juris.ohchr.org/Search/Details/1379
Session No;91;https://juris.ohchr.org/Search/Details/1379
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/1379
Comment;;https://juris.ohchr.org/Search/Details/1379
Issues;admissibility - exhaustion of domestic remediesadmissibility - victim statusarbitrary arrest - detentioncriminal chargesdiscriminationfair trialliberty of person;https://juris.ohchr.org/Search/Details/1379
Articles;CCPR-14-1CCPR-26CCPR-9-1CCPR-9-2CCPR-OP-1CCPR-OP-2CCPR-OP-5-2-b;https://juris.ohchr.org/Search/Details/1379
Committee;CCPR;https://juris.ohchr.org/Search/Details/1380
Communication number(s);1474/2006,;https://juris.ohchr.org/Search/Details/1380
Author;Gareth Anver Prince;https://juris.ohchr.org/Search/Details/1380
Display name;Prince;https://juris.ohchr.org/Search/Details/1380
Victim;Gareth Anver Prince;https://juris.ohchr.org/Search/Details/1380
Countries;South Africa;https://juris.ohchr.org/Search/Details/1380
Date of admissibility;31 Oct 2007;https://juris.ohchr.org/Search/Details/1380
Submission date;20 Oct 2005;https://juris.ohchr.org/Search/Details/1380
Date of adoption of the Views;31 Oct 2007;https://juris.ohchr.org/Search/Details/1380
Session No;91;https://juris.ohchr.org/Search/Details/1380
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/1380
Comment;;https://juris.ohchr.org/Search/Details/1380
Issues;admissibility - exhaustion of domestic remediesadmissibility - ratione temporisadmissibility - same matter discriminationdiscrimination on the ground of religionfreedom of religionfreedom of thought, conscience or religionlimitations of rightsminoritiesobjective and reasonable justification;https://juris.ohchr.org/Search/Details/1380
Articles;CCPR-18-1CCPR-18-3CCPR-26CCPR-27CCPR-OP-1CCPR-OP-5-2-aCCPR-OP-5-2-b;https://juris.ohchr.org/Search/Details/1380
Committee;CCPR;https://juris.ohchr.org/Search/Details/1381
Communication number(s);1381/2005,;https://juris.ohchr.org/Search/Details/1381
Author;Jaques Hachuel Moreno;https://juris.ohchr.org/Search/Details/1381
Display name;Hachuel Moreno;https://juris.ohchr.org/Search/Details/1381
Victim;Jaques Hachuel Moreno;https://juris.ohchr.org/Search/Details/1381
Countries;Spain;https://juris.ohchr.org/Search/Details/1381
Date of admissibility;25 Jul 2007;https://juris.ohchr.org/Search/Details/1381
Submission date;14 Nov 2003;https://juris.ohchr.org/Search/Details/1381
Date of adoption of the Views;25 Jul 2007;https://juris.ohchr.org/Search/Details/1381
Session No;90;https://juris.ohchr.org/Search/Details/1381
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/1381
Comment;;https://juris.ohchr.org/Search/Details/1381
Issues;admissibility - exhaustion of domestic remedieseffective remedyfair trialright to appeal;https://juris.ohchr.org/Search/Details/1381
Articles;CCPR-14-5CCPR-OP-5-2-b;https://juris.ohchr.org/Search/Details/1381
Committee;CCPR;https://juris.ohchr.org/Search/Details/1382
Communication number(s);1468/2006,;https://juris.ohchr.org/Search/Details/1382
Author;Hermann Winkler;https://juris.ohchr.org/Search/Details/1382
Display name;Winkler;https://juris.ohchr.org/Search/Details/1382
Victim;Hermann Winkler;https://juris.ohchr.org/Search/Details/1382
Countries;Austria;https://juris.ohchr.org/Search/Details/1382
Date of admissibility;24 Jul 2007;https://juris.ohchr.org/Search/Details/1382
Submission date;31 Jan 2006;https://juris.ohchr.org/Search/Details/1382
Date of adoption of the Views;;https://juris.ohchr.org/Search/Details/1382
Session No;90;https://juris.ohchr.org/Search/Details/1382
Type of decision;Inadmissibility decision;https://juris.ohchr.org/Search/Details/1382
Comment;;https://juris.ohchr.org/Search/Details/1382
Issues;;https://juris.ohchr.org/Search/Details/1382
Articles;;https://juris.ohchr.org/Search/Details/1382
Committee;CCPR;https://juris.ohchr.org/Search/Details/1383
Communication number(s);1463/2006,;https://juris.ohchr.org/Search/Details/1383
Author;Peter and Eva Gratzinger;https://juris.ohchr.org/Search/Details/1383
Display name;Gratzinger;https://juris.ohchr.org/Search/Details/1383
Victim;Peter and Eva Gratzinger;https://juris.ohchr.org/Search/Details/1383
Countries;Czech Republic;https://juris.ohchr.org/Search/Details/1383
Date of admissibility;25 Oct 2007;https://juris.ohchr.org/Search/Details/1383
Submission date;12 Feb 2006;https://juris.ohchr.org/Search/Details/1383
Date of adoption of the Views;25 Oct 2007;https://juris.ohchr.org/Search/Details/1383
Session No;91;https://juris.ohchr.org/Search/Details/1383
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/1383
Comment;;https://juris.ohchr.org/Search/Details/1383
Issues;abuse of the right of submissionadmissibility - same matter discriminationdiscrimination on the ground of nationalityequality before the lawnationalityobjective and reasonable justification;https://juris.ohchr.org/Search/Details/1383
Articles;CCPR-26CCPR-OP-3CCPR-OP-5-2-a;https://juris.ohchr.org/Search/Details/1383
Committee;CCPR;https://juris.ohchr.org/Search/Details/1384
Communication number(s);1422/2005,;https://juris.ohchr.org/Search/Details/1384
Author;Edriss El Hassy;https://juris.ohchr.org/Search/Details/1384
Display name;El Hassy;https://juris.ohchr.org/Search/Details/1384
Victim;Edriss El Hassy and his brother, Abu Bakar El Hassy (disappeared);https://juris.ohchr.org/Search/Details/1384
Countries;Libya;https://juris.ohchr.org/Search/Details/1384
Date of admissibility;24 Oct 2007;https://juris.ohchr.org/Search/Details/1384
Submission date;29 Jul 2005;https://juris.ohchr.org/Search/Details/1384
Date of adoption of the Views;24 Oct 2007;https://juris.ohchr.org/Search/Details/1384
Session No;91;https://juris.ohchr.org/Search/Details/1384
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/1384
Comment;;https://juris.ohchr.org/Search/Details/1384
Issues;arbitrary arrest - detentioncriminal chargescruel, inhuman or degrading treatment or punishmenteffective remedyfair trialhuman dignityliberty of personpre-trial detentionpromptly brought before a judgeright to lifetorture;https://juris.ohchr.org/Search/Details/1384
Articles;CCPR-10-1CCPR-2-3CCPR-6-1CCPR-7CCPR-9-1CCPR-9-2CCPR-9-3CCPR-9-4;https://juris.ohchr.org/Search/Details/1384
Committee;CCPR;https://juris.ohchr.org/Search/Details/1385
Communication number(s);1454/2006,;https://juris.ohchr.org/Search/Details/1385
Author;Wolfgang Lederbauer;https://juris.ohchr.org/Search/Details/1385
Display name;Lederbauer;https://juris.ohchr.org/Search/Details/1385
Victim;Wolfgang Lederbauer;https://juris.ohchr.org/Search/Details/1385
Countries;Austria;https://juris.ohchr.org/Search/Details/1385
Date of admissibility;13 Jul 2007;https://juris.ohchr.org/Search/Details/1385
Submission date;27 Sep 2005;https://juris.ohchr.org/Search/Details/1385
Date of adoption of the Views;13 Jul 2007;https://juris.ohchr.org/Search/Details/1385
Session No;90;https://juris.ohchr.org/Search/Details/1385
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/1385
Comment;The text of an individual opinion signed by Committee member Ms. Ruth Wedgwood is appended to the Views.;https://juris.ohchr.org/Search/Details/1385
Issues;admissibility - exhaustion of domestic remediesadmissibility - ratione personaeadmissibility - same matter discriminationdiscrimination on the ground of other statusfair trialsuit at law;https://juris.ohchr.org/Search/Details/1385
Articles;CCPR-14-1CCPR-26CCPR-OP-1CCPR-OP-2CCPR-OP-5-2-aCCPR-OP-5-2-b;https://juris.ohchr.org/Search/Details/1385
Committee;CCPR;https://juris.ohchr.org/Search/Details/1386
Communication number(s);1850/2008,;https://juris.ohchr.org/Search/Details/1386
Author;S. L.;https://juris.ohchr.org/Search/Details/1386
Display name;S. L.;https://juris.ohchr.org/Search/Details/1386
Victim;S. L.;https://juris.ohchr.org/Search/Details/1386
Countries;Czech Republic;https://juris.ohchr.org/Search/Details/1386
Date of admissibility;26 Oct 2011;https://juris.ohchr.org/Search/Details/1386
Submission date;14 Mar 2006;https://juris.ohchr.org/Search/Details/1386
Date of adoption of the Views;;https://juris.ohchr.org/Search/Details/1386
Session No;103;https://juris.ohchr.org/Search/Details/1386
Type of decision;Inadmissibility decision;https://juris.ohchr.org/Search/Details/1386
Comment;;https://juris.ohchr.org/Search/Details/1386
Issues;;https://juris.ohchr.org/Search/Details/1386
Articles;;https://juris.ohchr.org/Search/Details/1386
Committee;CCPR;https://juris.ohchr.org/Search/Details/1387
Communication number(s);1862/2009,;https://juris.ohchr.org/Search/Details/1387
Author;Annakkarage Suranjini Sadamali Pathmini Peiris;https://juris.ohchr.org/Search/Details/1387
Display name;Pathmini Peiris;https://juris.ohchr.org/Search/Details/1387
Victim;Annakkarage Suranjini Sadamali Pathmini Peiris her deceased husband Mr. Siyaguna Kosgodage Anton Sugath Nishantha Fernando and their two minor children, Siyaguana Kosgodage Kalpani Danushi Fernando (born in 1992) and Siyagana Kosgodage Sinesh Antony Fernando (born in 1997);https://juris.ohchr.org/Search/Details/1387
Countries;Sri Lanka;https://juris.ohchr.org/Search/Details/1387
Date of admissibility;;https://juris.ohchr.org/Search/Details/1387
Submission date;06 Feb 2009;https://juris.ohchr.org/Search/Details/1387
Date of adoption of the Views;26 Oct 2011;https://juris.ohchr.org/Search/Details/1387
Session No;103;https://juris.ohchr.org/Search/Details/1387
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/1387
Comment;;https://juris.ohchr.org/Search/Details/1387
Issues;;https://juris.ohchr.org/Search/Details/1387
Articles;;https://juris.ohchr.org/Search/Details/1387
Committee;CCPR;https://juris.ohchr.org/Search/Details/1388
Communication number(s);1445/2006,;https://juris.ohchr.org/Search/Details/1388
Author;Libuse Polacková and Joseph Polacek;https://juris.ohchr.org/Search/Details/1388
Display name;Polacková and Polacek;https://juris.ohchr.org/Search/Details/1388
Victim;Libuse Polacková and Joseph Polacek;https://juris.ohchr.org/Search/Details/1388
Countries;Czech Republic;https://juris.ohchr.org/Search/Details/1388
Date of admissibility;24 Jul 2007;https://juris.ohchr.org/Search/Details/1388
Submission date;20 Dec 2005;https://juris.ohchr.org/Search/Details/1388
Date of adoption of the Views;24 Jul 2007;https://juris.ohchr.org/Search/Details/1388
Session No;90;https://juris.ohchr.org/Search/Details/1388
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/1388
Comment;;https://juris.ohchr.org/Search/Details/1388
Issues;abuse of the right of submissionadmissibility - same matter discriminationdiscrimination on the ground of nationalityequality before the lawnationalityobjective and reasonable justification;https://juris.ohchr.org/Search/Details/1388
Articles;CCPR-26CCPR-OP-3CCPR-OP-5-2-a;https://juris.ohchr.org/Search/Details/1388
Committee;CCPR;https://juris.ohchr.org/Search/Details/1389
Communication number(s);1140/2002,;https://juris.ohchr.org/Search/Details/1389
Author;Matlyuba Khudayberganova;https://juris.ohchr.org/Search/Details/1389
Display name;Khudayberganova;https://juris.ohchr.org/Search/Details/1389
Victim;Iskandar Khudayberganov (author's son);https://juris.ohchr.org/Search/Details/1389
Countries;Uzbekistan;https://juris.ohchr.org/Search/Details/1389
Date of admissibility;24 Jul 2007;https://juris.ohchr.org/Search/Details/1389
Submission date;28 Nov 2002;https://juris.ohchr.org/Search/Details/1389
Date of adoption of the Views;24 Jul 2007;https://juris.ohchr.org/Search/Details/1389
Session No;90;https://juris.ohchr.org/Search/Details/1389
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/1389
Comment;Under rule 92 of its rules of procedure, the Committee, acting through its Special Rapporteur on New Communications and Interim Measures, requested the State party not to carry out Mr. Khudayberganov's death sentence while his case was under consideration.;https://juris.ohchr.org/Search/Details/1389
Issues;accused persons / convicted personscruel, inhuman or degrading treatment or punishmentdeath penaltyfair trialforced confessionhuman dignitytorture;https://juris.ohchr.org/Search/Details/1389
Articles;CCPR-10-1CCPR-14-1CCPR-14-3-gCCPR-6-2CCPR-7CCPR-OP-2;https://juris.ohchr.org/Search/Details/1389
Committee;CCPR;https://juris.ohchr.org/Search/Details/1390
Communication number(s);1833/2008,;https://juris.ohchr.org/Search/Details/1390
Author;X.;https://juris.ohchr.org/Search/Details/1390
Display name;X.;https://juris.ohchr.org/Search/Details/1390
Victim;X.;https://juris.ohchr.org/Search/Details/1390
Countries;AfghanistanSweden;https://juris.ohchr.org/Search/Details/1390
Date of admissibility;01 Nov 2011;https://juris.ohchr.org/Search/Details/1390
Submission date;26 Nov 2008;https://juris.ohchr.org/Search/Details/1390
Date of adoption of the Views;01 Nov 2011;https://juris.ohchr.org/Search/Details/1390
Session No;103;https://juris.ohchr.org/Search/Details/1390
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/1390
Comment;"Pursuant to rule 90 of the Committee's rules of procedure, Committee member Krister Thelin did not participate in the adoption of the present decision. 
An individual opinion signed by Committee member Rafael Rivas Posada is appended to the present Views.";https://juris.ohchr.org/Search/Details/1390
Issues;;https://juris.ohchr.org/Search/Details/1390
Articles;;https://juris.ohchr.org/Search/Details/1390
Committee;CCPR;https://juris.ohchr.org/Search/Details/1391
